Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level,isPTB,lang
Survivant,Jane Romero,MS,Assurance,Poised,"Atteindre des objectifs renforce votre confiance. Quand un générateur est réparé, vous ne laissez aucune marque d'éraflures pendant 6 secondes.",35,,fr
Survivant,Jane Romero,MS,De Front,HeadOn,"Quand vous avez décidé de faire quelque chose, mieux vaut ne pas se mettre en travers de votre route. Après 3 secondes à l'intérieur d'un casier, Détermination s'active. Tant que Détermination est active, effectuez une action précipitée en sortant du casier pour utiliser Détermination. Si le tueur se tient dans la portée d'effet de Détermination, il est étourdi pendant 3 secondes. Provoque l'effet de statut Epuisement pendant 40 secondes. Détermination ne peut pas être utilisé quand vous êtes épuisé. Vous ne récupérez pas de l'effet de statut Epuisement pendant que vous courez. Détermination ne peut pas être utilisé si votre arrêt prolongé a attiré des corbeaux.",40,,fr
Survivant,Ash Williams,AW,Gigoteur,FlipFlop,"Vous possédez la capacité improbable d'échapper à l'inévitable. En état critique 50% de vos progrès de récupération sont convertis en progrès de gigotement quand le tueur vous saisit, jusqu'à un maximum de 40% de progrès de gigotement au total. ",30,,fr
Survivant,Ash Williams,AW,Accrochez-vous,BuckleUp,"Renforce la capacité de repérage d'auras. Le stade de récupération des survivants en état critique peut être déterminé par l'intensité de leur aura à une distance maximale de 48 mètres. Quand vous aidez un survivant à passer de l'état critique à blessé, le survivant et vous-même voyez l'aura du tueur pendant 4 secondes. ",35,,fr
Survivant,Ash Williams,AW,Force De Caractère,MettleofMan,"Le mal parvient toujours a vous trouver. Force de caractère s'active après avoir pris un coup pour protéger un survivant 3 fois. Une fois la compétence activée, la prochaine attaque qui devait vous passer d'un état blessé à un état critique est ignorée. La prochaine fois que vous récupérerez 100% de votre santé, votre aura sera détectée par le tueur si vous êtes à plus de 12 mètres de lui. Force de caractère sera desactivée la prochaine fois que vous serez en état critique. Augmente vos chances de devenir l'obsession du tueur. Le tueur ne peut être obsédé que par un obsédé que par un survivant à la fois. ",40,,fr
Survivant,Nancy Wheeler,QF,Mieux Ensemble,BetterTogether,"Vous cherchez la justice et la vérité sans tenir compte des obstacles. L'aura du générateur que vous êtes en train de réparer apparaît à tous les autres survivants situés à moins de 32 mètres. Si le tueur met à terre un survivant pendant que vous réparez un générateur vous voyez l'aura de tous les autres survivants pendant 8 secondes. ",30,,fr
Survivant,Nancy Wheeler,QF,Obnubilé,Fixated,"Quand vous avez un objectif en tête, vous n'y renoncez pas : mieux vaut demander pardon que la permission. Vous pouvez voir vos propres marques d'éraflure en permanence. Tant que vous n'êtes pas blessé vous marchez 10% plus vite. ",35,,fr
Survivant,Nancy Wheeler,QF,Force Intérieure,InnerStrength,"Vous vous concentrez sur vous-même et faites confiance à votre instinct quand vous vous sentez seul et perdu. Chaque fois que vous purifiez un totem, Force Intérieure s'active. Si vous avez déjà l'effet de statut Brisé, Force intérieure ne s'active pas. Tant que force intérieure est activée, se cacher dans un casier pendant 10 secondes en étant blessé vous soignera automatiquement de blessé à en forme. Force Intérieure se désactive dès cela fait.",40,,fr
Survivant,Steve Harrington,QM,Baby-Sitter,Babysitter,"Bien que vous ayez la réputation d'être égocentrique, vous risquez tout pour aider ceux dans le besoin. Lorsque vous libérez un survivant d'un crochet, il ne laisse pas de marque d'éraflure ni de traînée de sang pendant 4 secondes. Vous voyez l'aura du tueur et il voit la votre pendant 4 secondes. ",30,,fr
Survivant,Steve Harrington,QM,Camaraderie,Camaraderie,"La vie vous a appris l'importance de l'amitié ce qui vous a rendu plus fort. Tant que vous êtes sur le crochet pendant la phase de lutte, Camaraderie s'active. Si un autre survivant se tient à 16 mètres de vous pendant que Camaraderie est activée, le chronomètre de crochet est mis en pause pendant 26 secondes. ",35,,fr
Survivant,Steve Harrington,QM,Second Souffle,SecondWind,"Après avoir soigné l'équivalent d'un état de santé chez les autres survivants, Second Souffle s'active. Si vous êtes déjà sous l'effet de statut Brisé, Second souffle ne s'active pas. Tant que seconde souffle est activé, votre libération suivante d'un crochet, avec ou sans aide, vous place sous l'effet de statut Brisé. Après une durée totale de 34 secondes, Second Souffle ous soigne automatiquement de blessé à en forme. Second souffle se désactive dès que vous êtes en forme ou si vous tombez en état critique avant que Second souffle termine avec succès son activation. Vous perdez l'effet de statut Brisé. ",40,,fr
Survivant,Yui Kimura,SS,Coup De Chance,LuckyBreak,"Vous avez encaissé votre lot de oups et de bleus, mais la chance a toujours été de votre côté. Coup de chance s'active quand vous êtes blessé. Vous ne laissez pas de traces de sang pendant un total de 120 secondes. Une fois cette durée écoulée, Coup de chance est désactivée de manière permanente pour le reste de la partie. ",30,,fr
Survivant,Yui Kimura,SS,Par Tous Les Moyens,AnyMeansNecessary,"Vous vous battez pour vous-même, utilisant tout ce qui vous passe par la main pour avoir l'avantage. Appuyez et maintenez le bouton de capacité pendant 4 secondes à côté d'une palette lâchée pour la réinitialiser en position verticale. Par tous les moyens a un temps de recharge de 140 secondes. ",35,,fr
Survivant,Yui Kimura,SS,Fugue,Breakout,"Quand quelqu'un a des problèmes, vous vous donnez à fond et vous pousse les autres à surmonter les obstacles. A 6 mètres maximum d'un survivant transporté, vous bénéficiez de l'effet de statut Rapidité, votre vitesse de mouvement augmente de 5% et la vitesse de gigotement du survivant transporté augmente de 20%.",40,,fr
Survivant,All,All,Sentiment Obscur,DarkSense,"Débloque le potentiel de repérage d'aura d'une personne. Chaque fois qu'un générateur est réparé, l'aura du tueur vous est révélée pendant 5 secondes. Lorsque le dernier générateur est mis sous tension, l'aura du tueur vous est révélée pendant 10 secondes",,,fr
Survivant,All,All,Déjà-Vu,DejaVu,"Débloque une capacité de repérage d'aura. La paranoïa, associer à la peur de l'échec, vous aide à ne pas répéter les mêmes erreurs. Les auras de 3 générateurs proches les uns des autres vous sont révélées pendant 60 secondes. Si vous tenez une carte permettant de localiser les générateurs, ceux révélés pas Déjà-vu sont ajoutes à la carte.",,,fr
Survivant,All,All,Espoir,Hope,"Les perspectives d'évasion réussie vous comblent d'espoir et vous donnent des ailes. Dès que le courant électrique des portes de sortie est rétabli, vous recevez un effet de statut Rapidité de 7% pendant 120 secondes.",,,fr
Survivant,All,All,Parenté,Kindred,"Débloque une capacité de repérage d'auras. Quand vous êtes sur le crochet, toutes les auras de survivants sont aux autres survivants. Si le tueur se trouve dans un rayon de 16 mètres, son aura est révélée à tous les survivants. Quand un survivant autre que vous est suspendu au crochet, vous voyez l'aura de tous les autres survivants. Si le tueur se trouve dans un rayon de 16 mètres du survivant suspendu, vous voyez l'aura du tueur. ",,,fr
Survivant,All,All,Poids Plume,Lightweight,Votre foulée souple et légère rend vos traces difficiles à pister. Les empreintes restent visibles 3 secondes de moins que la normale.,,,fr
Survivant,All,All,On N'Abandonne Personne,NoOneLeftBehind,"Il est impensable d'abandonner quelqu'un. Quand l'une des portes de sortie s'ouvre, vous bénéficiez des effets suivants : - 100% de point de sang supplémentaires pour soigner ou décroché d'autres survivants. - Bonus de 50% à la vitesse d'action pour soigner ou décrocher d'autres survivants.- Vous voyez l'aura de tous les autres survivants.",,,fr
Survivant,All,All,Instinct De Pillard,PlunderersInstinct,Débloque le potentiel de repérage d'aura. L'aura des coffres fermés et des objets de l'environnement vous est révélée quand ils se trouvent dans un rayon de 32 mètres. Augmente considérablement les chances de trouver un article de grande rareté dans les coffres.,,,fr
Survivant,All,All,Prémonition,Premonition,Vous avez un indéniable talent pour sentir le danger. Recevez un avertissement sonore quand vous regardez dans la direction du tueur dans un cône de 45 degrés et dans un rayon de 36 mètres. Prémonition a un temps de recharge de 30 secondes à chaque activation.,,,fr
Survivant,All,All,Résistance,Resilience,"Vous êtes proactif dans les situations d'urgences. Alloue 9% de vitesse supplémentaire au réparations, sabotages, soins, décrochages, sauts d'obstacles, nettoyages, ouvertures des portes de sortie et recherches quand vous êtes blessé.",,,fr
Survivant,All,All,Viande Glissante,SlipperyMeat,Vous avez développé une technique efficace pour vous libérer des pièges à ours et des crochets. -Augmente de 3 le nombre de tentatives pour se libérer du crochets. - Les chances de vous libérer des pièges à ours augmentent de 25%.,,,fr
Survivant,All,All,Petit Gibier,SmallGame,Vous avez un indéniable talent pour sentir le danger. Recevez un avertissement sonore quand vous regardez dans la direction d'un piège ou un totem du tueur dans un cône de 45 degrés et dans un rayon de 12 mètres. Petit Gibier a un temps de rechargement de 10 secondes à chaque activation. Fonctionne seulement avec les pièges posés par le tueur.,,,fr
Survivant,All,All,"Frisson ",SpineChill,"Un frisson surnaturel vous avertit d'un danger imminent. Vous êtes informé quand le tueur regarde directement dans votre direction et qu'il se trouve à moins de 36 mètres. Tant que frisson est actif, vous avez 10% de chances supplémentaires de générer un test d'habileté avec des zones de succès réduites de 10%. Tant que frisson est actif, vos vitesses de réparation, de sabotage, de soins, de décrochage, de saut d'obstacles, de purification, d'ouverture de porte de sortie et de fouille augmentent de 6%.",,,fr
Survivant,All,All,Ce N'est Pas En Train D'arriver,ThisIsNotHappening,"Vous êtes plus performant sous pression. Les zones de succès des tests d'habileté excellents des réparations, soins et sabotages sont élargies de 30% quand vous êtes blessé.",,,fr
Survivant,All,All,Nous Y Arriverons,WellMakeIt,"Aider les autres vous remonte le moral. Pour chaque Survivant sauvé d'un crochet, vous gagnez 100% d'augmentation de la vitesse de soins lorsque vous soignez les autres, et ce pendant 90 secondes. Le cumul des bonus de soins ne peut pas excéder 100%.",,,fr
Tueur,Trapper,TR,Présence Perturbante,UnnervingPresence,"Votre seule présence inspire la peur. Les survivants qui se trouvent dans votre rayon de terreur ont 10% de chances supplémentaires d'activer des tests d'habileté lors des réparations, soins et sabotages. Les zones de succès sont réduites de 40%.",30,,fr
Tueur,Trapper,TR,Force Brute,BrutalStrength,"Votre force immense vous permet de réduire en lambeaux les défenses de vos proies. Détruisez les palettes lâchées, les murs qui peuvent l'être et les générateurs 10% plus vite.",35,,fr
Tueur,Trapper,TR,Agitation,Agitation,"Vous êtes tout excité à l'idée de suspendre votre proie. Augmente votre vitesse quand vous transportez un corps de 6%. Pendant le transport du corps, votre rayon de terreur augmente de 12 mètres. ",40,,fr
Tueur,Wraith,WR,Prédateur,Predator,Votre capacité de pistage développée vous permet de prendre la direction des traces laissées par les survivants en fuite. Les marques d'éraflure laissées par les survivants apparaîtront légèrement plus proches l'une de l'autre.,30,,fr
Tueur,Wraith,WR,Chien De Sang,Bloodhound,"Tel un chien de chasse, vous flairez les traces de sang à grande distance. Les traces de sang frais sont considérablement plus visibles et peuvent être suivies pendant 2 secondes de plus que la normale. ",35,,fr
Tueur,Wraith,WR,Résistance À L'Obscurité,Shadowborn,"Vous avez une vue perçante dans l'obscurité. Votre champ de vision est supérieur à la normale de 9 degrés. Ne se cumule pas avec les autres améliorations du champ de vision. ",40,,fr
Tueur,Hillbilly,HB,Tenace,Enduring,Vous êtes résistant à la douleur. Vous réduisez la durée des étourdissements par palette de 40%.,30,,fr
Tueur,Hillbilly,HB,Résistance À La Lumière,Lightborn,"Contrairement aux autres créatures de la brume, vous n'êtes plus aussi sensible à la lumière. La résistance à l'aveuglement augmente de 60%. La récupération suite à un aveuglement augmente de 50%.",35,,fr
Tueur,Hillbilly,HB,Réparateur,Tinkerer,"Lorsqu'un générateur est réparé à 85%, un fort avertissement sonore est déclenché et vous bénéficiez de l'effet de statut Indétectable pendant 8 secondes. ",40,,fr
Tueur,Nurse,NR,Stridor,Stridor,"Vous êtes extrêmement sensible à la respiration de votre proie. La respiration des survivants en difficulté est 25% plus forte et la respiration normale est 0% plus forte. ",30,,fr
Tueur,Nurse,NR,Thanatophobie,Thanatophobia,"Leur courage s'évanouit face à leur inéluctable trépas. Pour chaque survivant blessé, en état critique ou suspendu à un crochet, tous les survivants reçoivent une pénalité de 3%, jusqu'à un maximum de 12%, au temps de réparation, aux soins et au sabotage.",35,,fr
Tueur,Nurse,NR,Vocation De L'Infirmière,AnursesCalling,"Débloque une capacité de repérage d'auras. Les auras des survivants qui donnent des soins ou en reçoivent vous sont révélées dans un rayon de 20 mètres. ",40,,fr
Tueur,Myers,SH,Gardons Le Meilleur Pour La Fin,SavetheBestforLast,"Vous devenez obsédé par un survivant. Vous obtenez un jeton pour chaque attaque de base portée qui n'est pas infligée à votre obsession. Chaque jeton octroie une réduction cumulable de 5% sur la récupération des attaques de base réussies et vous pouvez engranger jusqu'à 8 jetons. Frapper votre obsession avec une attaque de base vous fera perdre 4 jetons. Vous ne pouvez plus gagner de jetons si votre obsession est sacrifiée ou tuée. Le tueur ne peut être obsédé que par un survivant à la fois. ",30,,fr
Tueur,Myers,SH,Jouer Avec La Nourriture,PlaywithYourFood,"Vous devenez obsédé par un survivant. Chaque fois que vous chassez la cible de votre obsession et que vous la laissez s'échapper vous recevez un jeton, jusqu'à un maximum de 3 jetons. Chaque jeton augmente votre vitesse de déplacement de 5%. Chaque action offensive consomme un jeton. Le tueur ne peut être obsédé que par un survivant à la fois. ",35,,fr
Tueur,Myers,SH,Lumière Mourante,DyingLight,"Vous devenez obsédé par un survivant. Votre obsession bénéficie d'un bonus de 33% à la vitesse d'action pour décrocher et soigner d'autres survivants. Chaque fois que vous accrochez un survivant autre que votre obsession, si elle est en vie, vous gagnerez un jeton. Si l'obsession est en vie, tous les autres survivants reçoivent une pénalité de vitesse de réparation, de sabotage et de soins de 2% pour chaque jeton. Le tueur ne peut être obsédé que par un survivant à la fois. ",40,,fr
Tueur,Hag,HA,Sort : Le Troisième Sceau,HexTheThirdSeal,"Un sort qui entrave la capacité de repérage d'auras. Frapper un survivant avec une attaque de base pendant que le totem ensorcelé est actif applique l'effet de statut Aveuglement. Cet effet s'applique au 2 derniers survivants frappés. Les effets du sort persistent tant que le totem ensorcelé est en place. ",30,,fr
Tueur,Hag,HA,Sort : Ruine,HexRuin,"Un sort qui affecte la progression des réparations des générateurs de tous les survivants. Tous les générateurs sont affectés par le sort Ruine. Si un générateur n'est pas en train d'être réparé par un survivant, la progression de sa réparation régresse immédiatement et automatiquement à 100% de la vitesse de régression normale. Les effets du sort persistent tant que le totem ensorcelé est en place. ",35,,fr
Tueur,Hag,HA,Sort : Mangeur d'Espoir,HexDevourHope,"Un sort qui puise sa force dans l'espoir. Les faux espoirs des survivants aiguisent votre faim. Quand un survivant est sauvé d'un crochet qui se trouve à moins de 24 mètres, Mangeur d'espoir reçoit un jeton. 2 jetons = obtenez 3% à l'effet de statut Rapidité 10 secondes après avoir suspendu un survivant et pendant 10 secondes.3 jetons = les survivants souffrent du statut A découvert. 5 jetons = confère la possibilité de tuer les survivants de vos propres mains. Les effets du sort persistent tant que le totem ensorcelé est en place. ",40,,fr
Tueur,Doctor,DO,Présence Ecrasante,OverwhelmingPresence,Votre seule présence inspire une véritable peur. Les survivants dans votre rayon de terreur souffrent d'inefficacité. Le taux de consommation d'objets des survivants affectés est augmenté de 80%.,30,,fr
Tueur,Doctor,DO,Surveillance Et Maltraitance,MonitorAbuse,"Méticuleux dans votre approche, terrifiant dans son application. Tandis que vous pourchassez un survivant votre rayon de terreur augmente de 8 mètres. Dans le cas contraire, il est réduit de 8 mètres et votre champ de vision s'élargit de 3 degrés. Les améliorations du champ de vision ne sont pas cumulables.",35,,fr
Tueur,Doctor,DO,Surcharge,Overcharge,"La haine du progrès vous anime. Surchargez un générateur en effectuant l'action Endommager le générateur. Le prochain survivant à interagir avec ce générateur doit faire face à un test d'habileté d'une difficulté énorme. Si le test échoue, le générateur régresse de 3%. Réussir le test d'habileté ne génère aucune progression, mais empêche l'explosion du générateur. ",40,,fr
Tueur,Huntress,BE,Prédateur,BeastofPrey,"Votre désir de tuer est si intense que vous perdez momentanément votre connexion avec l'Entité, ce qui vous rend totalement imprévisible. Octroie l'effet de statut Indétectable après l'obtention de Soif de sang palier 1. L'effet de statut est supprimé dès que vous perdez Soif de sang. Vous gagnez 30% de points de sang supplémentaire en exécutant des actions de la catégorie Chasseur.",30,,fr
Tueur,Huntress,BE,Instinct Territorial,TerritorialImperative,"Renforce la capacité de repérage d'aura. Les auras des survivants vous sont révélées pendant 3 secondes lorsqu'ils entrent dans la cave et que vous vous trouvez à plus de 32 mètres de l'entrée de cette dernière. Instinct Territorial ne peut être activé qu'une fois toutes les 30 secondes. ",35,,fr
Tueur,Huntress,BE,Sort : Berceuse De La Chasseuse,HexHuntressLullaby,"Un sort qui puise sa force dans le désespoir Votre traque devient une chanson entêtante qui trouble l'attention de vos proies. Les survivants subissent un malus de régression de 2% quand ils ratent un tes d'habileté. Chaque fois qu'un survivant est suspendu à un crochet, la Berceuse de la Chasseuse gagne en puissance. 1 à 4 jetons = le délai entre le son d'avertissement du test d'habileté et ce dernier se raccourcit. 5 jetons = aucun avertissement de test d'habileté. Les effets du sort persistent tant que le totem ensorcelé est en place. ",40,,fr
Tueur,Cannibal,CA,K.O.,KnockOut,Le traumatisme causé par vos attaques brutales rend difficile le simple fait de crier à laide. L'aura des survivants en état critique n'est pas révélée aux autres survivants si ils se tiennent à plus de 32 mètres.,30,,fr
Tueur,Cannibal,CA,Chili Et Barbecue,BarbecueChilli,"Un lien profond avec l'Entité débloque le potentiel de repérer les auras. Après avoir pendu un survivant à un crochet, les auras de tous les autres survivants vous sont révélées pendant 4 secondes s'ils sont à plus de40 mètres du crochet.Donne 25% de points de sang bonus cumulables à chaque fois qu'un survivant est pendu au crochet pour la première fois, jusqu'à un maximum de 50%. Les points de sang bonus ne sont accordés qu'après la partie.",35,,fr
Tueur,Cannibal,CA,Chute De Franklin,FranklinsDemise,"Vos attaques de base réussies forcent les survivants à lâcher leur objet à l'impact. L'objet perdu est endommagé dans le chute et perd 0% de son total initial de charge. ",40,,fr
Tueur,Freddy,EK,Intensité Ardente,FireUp,"La tension accrue due au fait de perdre votre proie vous emplit de rage et vous procure un élan de motivation inattendu. Chaque fois qu'un survivant termine la réparation d'un générateur Intensité ardente gagne en puissance. Pour chaque générateur réparé vous obtenez un bonus cumulable de 3% jusqu'à la fun de la partie sur la vitesse de ramassage, de lâcher, de saut d'obstacles, de destruction de palettes, de générateurs et des objets qui peuvent l'être. ",30,,fr
Tueur,Freddy,EK,Souviens-toi De Moi,RememberMe,"Vous devenez obsédé par un survivant. Chaque fois que vous frappez votre obsession avec une attaque de base la temps d'ouverture des portes de sortie est augmenté de 4 secondes, jusqu'à un maximum de 8 secondes supplémentaires L'obsession n'est pas affectée par Souviens-toi de moi. Le tueur ne peut être obsédé que par un survivant à la fois.",35,,fr
Tueur,Freddy,EK,Gardien Du Sang,BloodWarden,Dès qu'une porte de sortie est ouverte Gardien du sang est activé. Les auras des survivants situés dans les zones de sortie vous sont révélées. Une fois par partie pendre un survivant à un crochet lorsque Gardien de sang est activé fait appel à l'Entité pour empêcher tous les survivants de sortir pendant 30 secondes.,40,,fr
Tueur,Pig,FK,Coup Du Pendu,HangmansTrick,Les modifications astucieuses que vous avez apporté aux crochets vous préviennent si on y touche. Vous recevez une alerte quand un survivant commence à saboter un crochet. Lorsque vous portez un survivant vous voyez l'aura du moindre survivant à 2 mètres d'un crochet.,30,,fr
Tueur,Pig,FK,Surveillance,Surveillance,Renforce la capacité de repérage d'auras. Tous les générateurs inversés sont entourés d'une aura blanche. Si l'inversion est interrompue le générateur se retrouve entouré d'une aura jaune pendant 8 secondes. Les bruits causés par la réparation d'un générateur sont audibles à 8 mètres de plus.,35,,fr
Tueur,Pig,FK,Prise De Décision,MakeYourChoice,"Quand un survivant en libère un autre du crochet, à au moins 32 mètres de vous, Prise de décision s'active et applique l'effet de statut A découvert sur le sauveteur pendant 40 secondes. Prise de décision à un temps de récupération de 40 secondes. ",40,,fr
Tueur,Clown,GK,Déboussoler,Bamboozle,Votre vitesse lors d'un saut d'obstacles est 5% plus rapide. Sauter par dessus un obstacle fait que l'Entité bloque le lieu de cette action pendant 8 secondes. Un seul lieu peut être bloqué de cette manière à tout moment (il n'est bloqué que pour les survivants). N'affecte pas les palettes.,30,,fr
Tueur,Clown,GK,Coulrophobie,Coulrophobia,Votre seule présence inspire l'effroi. Les survivants dans votre rayon de terreur ont 30% de malus de vitesse de progression des soins.,35,,fr
Tueur,Clown,GK,Le Tour Est Joué,PopGoestheWeasel,"Un lien profond avec l'Entité débloque une immense force. Après avoir suspendu un survivant à un crochet, le générateur suivant que vous endommagez régresse de 25% de sa progression totale. La régression normale est appliquée au générateur suite aux dégâts. Le tour est joué est actif pendant 40 secondes après que le survivant ait été suspendu.",40,,fr
Tueur,Spirit,HK,Fureur De L'Esprit,SpiritFury,"Chaque palette que vous détruisez amplifie la rage de l'Entité. Après avoir détruit 4 palettes, la prochaine fois que vous serez étourdi par une palette, l'Entité détruira instantanément celle-ci. Vous souffrirez tout de même de la pénalité de l'effet Etourdi.",30,,fr
Tueur,Spirit,HK,Sort : Terrain Hanté,HexHauntedGround,"Deux totems ensorcelés piégés apparaissent durant la partie. Lorsque l'un des deux totems ensorcelé piégés est purifié par un survivant, tous les survivant souffrent de l'effet de statut A découvert pendant 40 secondes. Le totem ensorcelé piégé restant devient immédiatement un totem passif. ",35,,fr
Tueur,Spirit,HK,Rancoeur,Rancor,"Vous devenez obsédé par un survivant. Chaque fois qu'un générateur est terminé l'obsession voit votre aura pendant 5 secondes. Chaque fois qu'un générateur est terminé les emplacements de tous les survivants vous sont révélés pendant 3 secondes. Une fois tous les générateurs terminés l'obsession possède l'effet de statut A découvert et le tueur peut éliminer l'obsession. Le tueur ne peut être obsédé que par un survivant à la fois. ",40,,fr
Tueur,Legion,KK,Discorde,Discordance,"Chaque fois que deux survivants ou plus travaillent sur le même générateur, l'aura de ce dernier est illuminée en jaune pendant 8 secondes. ",30,,fr
Tueur,Legion,KK,Cran Dément,MadGrit,"Quand vous portez un survivant vous ne subissez pas de temps de récupération pour les attaques de base manquées, et toucher un autre survivant avec une attaque de base interrompt le chronomètre durant lequel le survivant porté peut se débattre pendant 2 secondes.",35,,fr
Tueur,Legion,KK,Vierge De Fer,IronMaiden,Vous ouvrez les casiers 30% plus vite. Quand un survivant sort d'un casier il souffre de l'effet de statut A découvert pendant 15 secondes et sa position est révélée pendant 4 secondes.,40,,fr
Tueur,Plague,MK,Intervention Maléfique,CorruptIntervention,"Vos prières invoquent une puissance maléfique qui compromet les chances des survivants de s'en sortir. Les 3 générateurs les plus éloignés de vous sot bloqués par l'Entité pendant 80 secondes au début de la partie. Pendant ce laps de temps les survivants ne peuvent pas les réparer. Les générateurs affectés sont entourés d'une aura blanche. ",30,,fr
Tueur,Plague,MK,Peur Contagieuse,InfectiousFright,"Les cris des infidèles font bondir votre coeur. Les survivants présents dans votre rayon de terreur pendant qu'un autre survivant entre en état critique hurleront, vous révélant leur position pendant 4 secondes.",35,,fr
Tueur,Plague,MK,Sombre Dévotion,DarkDevotion,"La démonstration de vos pouvoirs provoque un vent de panique qui gagne toute la région. Vous devenez obsédé par un survivant. Si vous parvenez à le toucher à l'aide d'une attaque de base, il émet un rayon de terreur de 32 mètres pendant 20 secondes. Vous bénéficiez de l'effet de statut Indétectable pour toute cette durée.L'obsession entend le rayon de terreur tout le temps qu'elle émet. Le tueur ne peut être obsédé que par un seul survivant à la fois.",40,,fr
Tueur,Ghost Face,OK,Je Vous Ecoute,ImAllEars,"Vos sens sont aiguisés dans le sombre royaume de l'Entité. Débloque le potentiel de repérage d'aura d'une personne. L'aura de tout survivant effectuant une action précipitée à moins de 48 mètres de votre emplacement est révélée pendant 6 secondes. Je vous écoute ne peut être déclenché qu'une fois toutes les 60 secondes. ",30,,fr
Tueur,Ghost Face,OK,Frissons Palpitants,ThrillingTremors,"Vos sombres projets et votre ruse suscitent l'interêt de l'Entité. Après avoir ramassé un survivant, tous les générateurs non réparés par les survivants sont bloqués par l'Entité et ne peuvent pas être réparés pendant les 16 prochaines secondes. les générateurs affectés sont entourés d'une aura blanche. Frissons Palpitants ne peut être active qu'une fois toutes les 100 secondes. ",35,,fr
Tueur,Ghost Face,OK,Poursuite Furtive,FurtiveChase,"Vous devenez obsédé par un survivant. Vous guettez dans l'ombre, éliminant vos victimes les unes après les autres. Quand votre obsession est suspendue à un crochet Poursuite Furtive reçoit un jeton, pour un maximum de 2 jetons. Chaque jeton réduit votre rayon de terreur de 4 mètres pendant une poursuite. Quand un survivant sauve l'obsession d'un crochet, le sauveteur devient l'obsession. Vous perdez tous vos jetons si l'obsession est sacrifiée ou tuée. Le tueur ne peut être obsédé que par un survivant à la fois.",40,,fr
Tueur,Demogorgon,QK,Surtension,Surge,Votre présence inquiétante électrifie l'air et interfère avec la technologie. Plonger un survivant en état critique avec une attaque de base provoque l'explosion immédiate et le recul de tous les générateurs dans un rayon de 32 mètres. Applique un recul supplémentaire de 8%. Surtension put uniquement être déclenchée une fois toutes les 60 secondes.,30,,fr
Tueur,Demogorgon,QK,Briseur D'Esprit,Mindbreaker,"Votre présence épouvante, épuise et affaiblit votre proie. Quand ils réparent les générateurs avec moins de 50% de progression les survivants souffrent de l'effet de statut Epuisement. Tout chronomètre d'effet de statut Epuisement existant est mis en pause pendant que le survivant répare un générateur. Après avoir terminé la réparation, le survivant souffre de l'effet de statut Epuisement pendant 1 seconde.",35,,fr
Tueur,Demogorgon,QK,Limites Cruelles,CruelLimits,"Vos liens avec l'autre monde se manifestent quand votre proie tente de s'échapper. Chaque fois qu'un générateur est réparé, dans un rayon de 24 mètres autour de celui-ci, les fenêtres et les sauts d'obstacles sont bloqués pour les survivants pendant 20 secondes. Vous voyez l'aura des sauts d'obstacles bloqués par Limites Cruelles pendant toute sa durée.",40,,fr
Tueur,Oni,SK,Tactique De Zanshin,ZanshinTactics,"Débloque le potentiel de repérage d'aura. Vous faites preuve de vigilance et restez attentif aux zones clés du champ de bataille. Vous voyez l'aura de l'ensemble des palettes, murs destructibles et emplacements de saut d'obstacle dans un rayon de 24 mètres. Quand un survivant est blessé Tactique de Zanshin devient inactive pendant 40 secondes. ",30,,fr
Tueur,Oni,SK,Echo Sanguin,BloodEcho,"L'agonie d'un survivant est infligée aux autres. Lorsque vous suspendez un survivant, tous les survivants blessés souffrent de l'effet de statut Hémorragie jusqu'à ce qu'ils soient soignés et de l'effet de statut Epuisement pendant 45 secondes. Echo Sanguin a un temps de rechargement de 80 secondes. ",35,,fr
Tueur,Oni,SK,Ennemi Juré,Nemesis,"Vous cherchez à vous venger de ceux qui vous ont fait du tort. Un survivant qui parvient à vous aveugler ou vous étourdir avec une palette ou un casier devient votre obsession. Dès qu'un nouveau survivant devient l'obsession, il est affecté par l'effet de statut Inconscient pendant 40 secondes et vous voyez son aura pendant 4 secondes. Le tueur ne peut être obsédé que par un seul survivant à la fois.",40,,fr
Tueur,All,All,Murmure Amer,BitterMurmur,"Débloque une capacité de repérage d'auras. Chaque fois qu'un générateur est complètement réparé, les survivants dans un rayon de 16 mètres du générateur sont révélés pendant 5 secondes. Lorsque le dernier générateur est entièrement réparé, toutes les auras des survivants sont révélées pendant 10 secondes.",,,fr
Tueur,All,All,Pisteur,Deerstalker,Débloque une capacité de repérage d'aura. Révèle l'aura des survivants en état critique dans un rayon de 36 mètres.,,,fr
Tueur,All,All,Inquiétant,Distressing,Votre épouvantable odeur porte incroyablement loin. Votre rayon de terreur augmente de 26 %. Obtenez 100% de points de sang supplémentaires pour les actions de la catégorie Sournoiserie.,,,fr
Tueur,All,All,Sort: Personne N'échappe À La Mort,HexNoOneEscapesDeath,"Un sort qui puise sa force dans l'espoir. La puissance de votre totem ensorcelé vous anime alors que les survivants sont sur le point de s'échapper. Un fois les portes de sortie alimentées, si un totem passif est encore présent sur la carte, ce soirt s'y applique. Tant que le sort est actif, les survivants subissent l'effet de statut À Découvert. Votre vitesse de mouvement est augmentée de 4%. L'effet du sort persiste tant que le totem est présent.",,,fr
